r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#l_sy
r,17301,640555,-10/50/31/56,0/2/0/0,117/1599/278/228,439/-271/-279,0/0,-10/1550/-14474,-756/346/358,-15/87/-439,#l_sy
r,17302,640596,-10/50/31/56,0/1/0/0,117/1594/276/228,439/-271/-279,0/0,10/1460/-14508,-761/352/350,-15/87/-439,#l_sy
r,17303,640634,-10/50/31/56,0/0/0/0,113/1592/276/229,439/-271/-279,0/0,-40/1408/-14564,-768/356/354,-15/87/-439,#l_sy
r,17304,640669,-10/50/31/56,0/0/0/0,115/1341/275/226,439/-271/-279,0/0,-70/1376/-14532,-757/352/357,-15/87/-439,#l_sy
r,17305,640701,-10/50/31/56,0/0/0/0,116/1566/276/226,439/-271/-279,0/0,-78/1320/-14517,-754/351/356,-15/87/-439,#l_sy
r,17306,640735,-10/50/31/56,0/0/0/0,115/1815/277/227,439/-271/-279,0/0,-84/1276/-14530,-753/351/348,-15/86/-439,#l_sy
s,0,#l_sy
r,17307,640769,-10/50/31/56,0/0/0/0,112/1817/278/232,439/-271/-279,0/0,-78/1266/-14494,-746/347/351,-15/86/-439,#l_sy
r,17308,640801,-10/50/31/56,0/0/0/0,113/1595/275/227,439/-271/-279,0/0,-82/1234/-14498,-744/346/349,-15/86/-439,#l_sy
r,17309,640836,-10/50/31/56,0/0/0/0,116/1342/277/230,439/-271/-279,0/0,-86/1226/-14502,-740/344/349,-15/86/-439,#l_sy
r,17310,640869,-10/50/31/56,0/0/0/0,113/1581/278/230,439/-271/-279,0/0,-84/1202/-14503,-738/343/351,-15/86/-439,#l_sy
r,17311,640901,-10/50/31/56,0/0/0/0,114/1578/276/228,439/-271/-279,0/0,-98/1206/-14503,-738/342/355,-15/86/-439,#l_sy
r,17312,640936,-10/50/31/56,0/0/0/0,116/1577/279/231,439/-271/-279,0/0,-96/1212/-14475,-732/337/358,-15/86/-439,#l_sy
r,17313,640976,-10/50/31/56,0/0/0/0,116/1578/276/227,439/-271/-279,0/0,-86/1222/-14466,-732/336/361,-15/86/-439,#l_sy
r,17314,641016,-10/50/31/56,0/0/0/0,115/1576/276/229,439/-271/-279,0/0,-82/1220/-14472,-732/336/360,-15/86/-439,#l_sy
r,17315,641057,-10/50/31/56,0/0/0/0,116/1578/277/226,439/-271/-279,0/0,-98/1212/-14462,-733/337/361,-15/86/-439,#l_sy
r,17316,641096,-10/50/31/56,0/0/0/0,115/1577/275/227,439/-271/-279,0/0,-102/1222/-14464,-731/334/363,-15/86/-439,#l_sy
r,17317,641140,-10/50/31/56,0/0/0/0,112/1580/276/226,439/-271/-279,0/0,-104/1212/-14467,-730/334/362,-15/86/-439,#l_sy
r,17318,641180,-10/50/31/56,0/0/0/0,117/1583/278/230,439/-271/-279,0/0,-102/1206/-14464,-728/333/363,-15/86/-439,#l_sy
r,17319,641221,-10/50/31/56,0/0/0/0,112/1576/276/228,439/-271/-279,0/0,-108/1210/-14460,-728/333/362,-15/86/-439,#l_sy
r,17320,641257,-10/50/31/56,0/0/0/0,115/1577/275/234,439/-271/-279,0/0,-114/1214/-14458,-728/334/363,-15/86/-439,#l_sy
r,17321,641297,-10/50/31/56,0/0/0/0,112/1577/278/231,439/-271/-279,0/0,-92/1212/-14408,-719/329/362,-15/86/-439,#l_sy
r,17322,641337,-10/50/31/56,0/0/0/0,116/1581/278/228,439/-271/-279,0/0,-112/1188/-14512,-743/343/364,-15/86/-439,#l_sy
r,17323,641377,-10/50/31/56,0/0/0/0,114/1579/275/225,439/-271/-279,0/0,-114/1204/-14438,-724/332/362,-15/86/-439,#l_sy
r,17324,641417,-10/50/31/56,0/0/0/0,116/1577/279/231,439/-271/-279,0/0,-78/1272/-14442,-732/336/368,-15/86/-439,#l_sy
r,17325,641457,-10/50/31/56,0/0/0/0,114/1582/278/229,439/-271/-279,0/0,-60/1230/-14424,-726/334/356,-15/86/-439,#l_sy
r,17326,641497,-10/50/31/56,0/0/0/0,118/1576/277/229,439/-271/-279,0/0,-70/1204/-14432,-728/337/359,-15/86/-439,#l_sy
r,17327,641537,-10/50/31/56,0/0/0/0,112/1580/276/230,439/-271/-279,0/0,-84/1222/-14424,-724/334/363,-15/86/-439,#l_sy
r,17328,641576,-10/50/31/56,0/0/0/0,112/1579/277/227,439/-271/-279,0/0,-82/1248/-14408,-722/333/360,-15/86/-439,#l_sy
r,17329,641617,-10/50/31/56,0/0/0/0,114/1578/280/228,439/-271/-279,0/0,-76/1262/-14438,-728/335/359,-15/86/-439,#l_sy
r,17330,641657,-10/50/31/56,0/0/0/0,115/1579/277/227,439/-271/-279,0/0,-66/1256/-14416,-723/333/361,-15/86/-439,#l_sy
r,17331,641697,-10/50/31/56,0/0/0/0,118/1580/278/227,439/-271/-279,0/0,-52/1254/-14406,-724/335/361,-15/86/-439,#l_sy
r,17332,641737,-10/50/31/56,0/0/0/0,113/1581/275/230,439/-271/-279,0/0,-34/1232/-14384,-721/335/358,-15/86/-439,#l_sy
r,17333,641777,-10/50/31/56,0/0/0/0,115/1581/278/228,439/-271/-279,0/0,-16/1254/-14394,-725/337/359,-15/86/-439,#l_sy
r,17334,641818,-10/50/31/56,0/0/0/0,114/1578/278/231,439/-271/-279,0/0,-4/1280/-14378,-722/336/358,-15/86/-439,#l_sy
r,17335,641857,-10/50/31/56,0/0/0/0,113/1579/278/227,439/-271/-279,0/0,34/1286/-14353,-723/340/357,-15/86/-439,#l_sy
r,17336,641896,-10/50/31/56,0/0/0/0,115/1578/279/230,439/-271/-279,0/0,96/1300/-14325,-720/341/354,-15/86/-439,#l_sy
r,17337,641931,-10/50/31/56,0/0/0/0,116/1579/275/231,439/-271/-279,0/0,154/1324/-14306,-718/341/351,-15/86/-439,#l_sy
r,17338,641963,-10/50/31/56,0/0/0/0,117/1580/274/232,439/-271/-279,0/0,190/1390/-14244,-712/340/350,-15/86/-439,#l_sy
r,17339,641997,-10/50/31/56,0/0/0/0,112/1582/275/229,439/-271/-279,0/0,230/1450/-14172,-704/337/345,-15/86/-439,#l_sy
r,17340,642031,-10/50/31/56,0/0/0/0,113/1577/277/229,439/-271/-279,0/0,254/1540/-14117,-692/328/338,-15/86/-439,#l_sy
r,17341,642063,-10/50/31/56,0/0/0/0,114/1581/277/226,439/-271/-279,0/0,270/1698/-14044,-681/315/338,-15/86/-439,#l_sy
r,17342,642097,-10/50/31/56,0/0/0/0,119/1580/277/225,439/-271/-279,0/0,272/1987/-14006,-689/306/349,-15/86/-439,#l_sy
r,17343,642131,-10/50/31/56,0/0/0/0,115/1579/276/229,439/-271/-279,0/0,272/2418/-13946,-688/287/389,-15/86/-439,#l_sy
r,17344,642163,-10/50/31/56,0/0/0/0,119/1578/276/227,439/-271/-279,0/0,274/2916/-13836,-683/264/439,-15/86/-439,#l_sy
r,17345,642197,-10/50/31/56,0/19/0/0,112/1814/276/229,439/-271/-279,0/0,306/3262/-13746,-692/255/480,-15/86/-439,#l_sy
r,17346,642231,-10/50/31/56,0/17/0/0,114/1861/276/229,440/-271/-278,0/0,330/3302/-13667,-676/242/471,-15/86/-439,#l_sy
r,17347,642263,-10/50/31/56,0/22/0/0,115/1854/277/226,440/-271/-278,0/0,342/3425/-13648,-679/237/481,-15/85/-439,#l_sy
r,17348,642297,-10/50/31/56,0/24/0/0,114/1840/276/230,440/-271/-277,0/0,346/3496/-13553,-660/224/475,-15/84/-439,#l_sy
r,17349,642331,-10/50/31/56,0/25/0/0,115/1850/275/228,441/-271/-276,0/0,320/3680/-13448,-653/214/493,-15/83/-439,#l_sy
r,17350,642363,-10/50/31/56,0/32/0/0,116/1873/278/228,441/-271/-276,0/0,354/3772/-13358,-649/207/485,-15/83/-439,#l_sy
r,17351,642398,-10/50/31/56,0/32/0/0,119/1902/277/229,442/-271/-274,0/0,338/3838/-13317,-656/210/498,-14/81/-439,#l_sy
r,17352,642431,-10/51/31/56,0/73/0/0,116/1954/278/227,442/-272/-272,0/0,342/3750/-13224,-632/201/492,-14/79/-439,#l_sy
r,17353,642464,-10/51/31/56,0/42/0/0,114/1969/277/231,442/-272/-271,0/0,326/3716/-13228,-639/209/498,-14/78/-439,#l_sy
r,17354,642497,-10/51/31/56,0/84/0/0,117/1934/278/228,443/-272/-269,0/0,348/3641/-13180,-631/210/485,-13/76/-439,#l_sy
r,17355,642533,-10/51/31/56,0/61/0/0,115/1950/279/232,444/-272/-267,0/0,368/3656/-13152,-626/208/489,-13/73/-439,#l_sy
r,17356,642573,-10/51/31/56,0/92/0/0,114/2018/275/232,446/-272/-264,0/0,396/3598/-13144,-630/215/471,-12/70/-439,#l_sy
r,17357,642614,-10/52/31/56,0/97/0/0,113/2055/276/229,447/-273/-260,0/0,414/3616/-13184,-636/217/478,-12/67/-439,#l_sy
r,17358,642652,-10/52/31/56,0/81/0/0,116/2080/279/230,448/-273/-256,0/0,456/3508/-13136,-628/218/472,-11/63/-439,#l_sy
r,17359,642684,-10/52/31/56,0/122/0/0,113/2065/279/229,449/-273/-255,0/0,436/3502/-13067,-610/208/486,-11/61/-439,#l_sy
r,17360,642719,-10/53/31/56,0/99/0/0,114/2125/275/226,451/-273/-250,0/0,432/3440/-13034,-601/206/479,-10/57/-439,#l_sy
r,17361,642751,-10/53/31/56,0/103/0/0,112/2079/345/230,452/-274/-246,0/0,464/3354/-13092,-611/213/471,-9/52/-439,#l_sy
s,0,#l_sy
r,17362,642784,-10/53/31/56,0/105/0/0,116/2058/346/229,453/-274/-244,0/0,467/3270/-13153,-619/218/460,-9/50/-439,#l_sy
r,17363,642818,-10/54/31/56,0/123/0/0,115/2128/344/231,455/-274/-239,0/0,456/3209/-13084,-603/212/461,-8/45/-438,#l_sy
r,17364,642852,-10/54/31/56,0/123/0/0,115/2184/346/227,457/-275/-234,0/0,434/3178/-12962,-573/197/473,-7/40/-438,#l_sy
r,17365,642884,-10/55/31/56,0/143/0/0,117/2135/346/233,458/-275/-231,0/0,440/3086/-12986,-583/206/467,-6/37/-438,#l_sy
r,17366,642918,-10/55/31/56,0/143/0/0,115/2224/344/228,459/-275/-225,0/0,460/2904/-13108,-599/218/445,-5/32/-438,#l_sy
r,17367,642952,-10/56/31/56,0/122/0/0,112/2236/343/229,461/-276/-219,0/0,482/2792/-13098,-584/215/436,-4/26/-438,#l_sy
r,17368,642984,-10/56/31/56,0/144/0/0,117/2184/343/229,463/-276/-216,0/0,488/2820/-12910,-545/197/442,-4/23/-438,#l_sy
r,17369,643018,-10/57/31/56,0/150/0/0,115/2221/343/228,464/-276/-210,0/0,482/2804/-12846,-542/198/434,-3/17/-438,#l_sy
r,17370,643053,-10/57/31/56,0/166/0/0,116/2268/344/229,466/-277/-204,0/0,524/2630/-12988,-573/220/402,-2/11/-438,#l_sy
r,17371,643084,-10/58/31/56,0/149/0/0,113/2275/345/227,467/-277/-201,0/0,540/2436/-12960,-554/216/387,-1/8/-438,#l_sy
r,17372,643118,-10/58/31/56,0/177/0/0,117/2269/343/231,469/-277/-194,0/0,524/2454/-12796,-521/202/404,0/1/-438,#l_sy
r,17373,643153,-10/59/31/56,0/167/0/0,114/2323/343/227,471/-278/-187,0/0,546/2388/-12766,-519/204/402,0/-5/-438,#l_sy
r,17374,643186,-10/60/31/56,0/188/0/0,116/2288/344/229,472/-278/-183,0/0,562/2160/-12824,-524/210/374,1/-8/-438,#l_sy
r,17375,643219,-10/60/31/56,0/180/0/0,116/2374/342/231,474/-278/-176,0/0,588/2044/-12852,-531/219/374,2/-15/-438,#l_sy
r,17376,643252,-10/61/31/56,0/195/0/0,114/2347/346/229,475/-279/-168,0/0,590/2045/-12766,-515/213/384,4/-22/-438,#l_sy
r,17377,643285,-10/61/31/56,0/169/0/0,116/2394/391/234,476/-279/-165,0/0,568/1966/-12644,-490/200/388,4/-26/-438,#l_sy
r,17378,643319,-10/62/31/56,0/188/0/0,114/2385/412/231,478/-279/-157,0/0,586/1934/-12628,-499/207/382,6/-33/-438,#l_sy
r,17379,643353,-10/63/31/56,0/197/0/0,114/2460/411/233,480/-280/-149,0/0,606/1898/-12674,-517/219/367,7/-41/-438,#l_sy
r,17380,643385,-10/63/31/56,0/207/0/0,117/2421/414/228,480/-280/-145,0/0,590/1962/-12500,-474/191/367,8/-45/-438,#l_sy
r,17381,643419,-10/64/31/56,0/191/0/0,112/2438/413/229,482/-280/-137,0/0,554/2106/-12422,-461/179/384,9/-52/-439,#l_sy
r,17382,643452,-10/65/31/56,0/200/0/0,116/2435/412/230,484/-281/-128,0/0,548/2034/-12436,-486/179/374,11/-61/-439,#l_sy
r,17383,643486,-10/65/31/56,0/198/0/0,114/2448/414/232,485/-281/-123,0/0,524/1842/-12396,-446/174/368,11/-65/-439,#l_sy
r,17384,643519,-10/66/31/56,0/221/0/0,115/2499/411/230,486/-281/-114,0/0,560/1636/-12516,-478/203/353,13/-74/-439,#l_sy
r,17385,643552,-10/67/31/56,0/220/0/0,116/2564/409/228,488/-281/-105,0/0,536/1480/-12426,-447/191/353,15/-82/-439,#l_sy
r,17386,643586,-10/67/31/56,0/237/0/0,115/2527/412/232,488/-281/-100,0/0,556/1338/-12402,-439/190/349,15/-87/-439,#l_sy
r,17387,643619,-10/68/31/56,0/244/0/0,114/2564/412/227,490/-282/-90,0/0,634/1194/-12582,-481/222/320,17/-96/-440,#l_sy
r,17388,643652,-10/69/31/56,0/206/0/0,116/2563/415/228,491/-282/-81,0/0,600/1080/-12356,-423/189/329,19/-105/-440,#l_sy
r,17389,643685,-10/70/31/56,0/221/0/0,117/2572/413/229,491/-282/-76,0/0,640/1150/-12498,-471/219/326,20/-109/-440,#l_sy
r,17390,643719,-10/71/31/56,0/245/0/0,115/2608/466/229,492/-282/-66,0/0,612/1244/-12306,-427/188/322,21/-118/-440,#l_sy
r,17391,643760,-10/72/31/56,0/210/0/0,113/2591/485/227,493/-283/-56,0/0,542/1402/-12314,-448/191/328,23/-128/-441,#l_sy
r,17392,643794,-10/73/31/56,0/233/0/0,110/2591/483/231,494/-283/-46,0/0,550/1376/-12284,-437/184/306,25/-137/-441,#l_sy
r,17393,643826,-10/73/31/56,0/235/0/0,116/2630/487/231,494/-283/-40,0/0,476/1434/-12170,-418/167/325,26/-142/-441,#l_sy
r,17394,643862,-10/74/31/56,0/255/0/0,112/2670/484/231,495/-283/-30,0/0,536/1236/-12318,-455/198/288,28/-152/-442,#l_sy
r,17395,643901,-10/75/31/56,0/249/0/0,112/2699/486/70,495/-283/-19,0/0,480/1130/-12256,-426/181/311,30/-162/-442,#l_sy
r,17396,643941,-10/76/31/56,0/254/0/-2,114/2701/486/-7,496/-283/-8,0/0,604/864/-12340,-441/202/274,32/-172/-443,#l_sy
r,17397,643981,-10/77/31/56,0/276/0/0,115/2704/486/-20,496/-283/2,0/0,618/888/-12312,-442/201/295,34/-182/-444,#l_sy
r,17398,644022,-10/78/31/56,0/252/0/-1,115/2700/485/207,495/-283/13,0/0,654/798/-12204,-423/192/272,36/-192/-444,#l_sy
r,17399,644062,-10/79/31/56,0/251/0/-2,115/2691/486/67,495/-283/24,0/0,614/926/-12288,-442/196/303,38/-202/-445,#l_sy
r,17400,644100,-10/80/31/56,0/252/0/-1,116/2754/484/53,495/-283/35,0/0,570/893/-12172,-413/175/300,40/-212/-446,#l_sy
r,17401,644141,-10/81/31/56,0/263/0/-1,111/2783/486/58,494/-283/45,0/0,516/908/-12226,-421/174/299,42/-222/-447,#l_sy
r,17402,644181,-10/82/31/56,0/264/0/-1,115/2775/553/61,493/-283/56,0/0,423/900/-12090,-408/163/314,44/-232/-447,#l_sy
r,17403,644221,-10/83/31/56,0/261/0/-2,115/2733/552/94,492/-282/67,0/0,372/802/-12028,-403/157/294,46/-242/-448,#l_sy
r,17404,644261,-10/84/31/56,0/257/0/-1,114/2779/551/54,491/-282/79,0/0,290/852/-12056,-437/173/334,48/-252/-449,#l_sy
r,17405,644302,-10/85/31/56,0/267/0/-2,114/2761/553/95,490/-282/90,0/0,380/640/-11894,-399/156/300,51/-263/-450,#l_sy
r,17406,644341,-10/86/31/56,0/263/0/-1,116/2806/553/47,488/-282/101,0/0,398/610/-11976,-432/177/318,53/-273/-451,#l_sy
r,17407,644381,-10/87/31/56,0/283/0/-2,119/2810/555/89,486/-281/112,0/0,508/478/-11854,-414/174/290,56/-283/-452,#l_sy
r,17408,644421,-10/89/31/56,0/243/0/-1,113/2845/555/54,485/-281/123,0/0,464/536/-11828,-419/173/324,58/-294/-454,#l_sy
r,17409,644462,-10/90/31/56,0/273/0/-1,113/2878/552/92,483/-280/134,0/0,554/540/-11898,-459/197/323,61/-304/-455,#l_sy
r,17410,644502,-10/91/31/56,0/260/0/-2,116/2857/554/94,480/-280/145,0/0,608/462/-11684,-435/169/316,63/-314/-456,#l_sy
r,17411,644542,-10/92/31/56,0/259/0/-1,112/2826/552/69,479/-279/156,0/0,656/504/-11842,-458/197/332,66/-325/-458,#l_sy
r,17412,644582,-10/93/31/56,0/257/0/-1,118/2859/554/130,476/-279/167,0/0,692/426/-11612,-411/170/319,68/-335/-459,#l_sy
r,17413,644622,-10/94/31/56,0/264/0/-1,116/2861/554/91,474/-278/178,0/0,630/430/-11650,-436/182/347,71/-345/-461,#l_sy
r,17414,644662,-10/95/31/56,0/256/0/0,119/2844/552/68,470/-278/189,0/0,706/292/-11590,-413/172/315,74/-355/-462,#l_sy
r,17415,644702,-10/96/31/56,0/237/0/0,112/2833/552/298,468/-277/199,0/0,624/186/-11534,-387/159/319,77/-366/-464,#l_sy
r,17416,644742,-10/97/31/56,0/271/0/1,115/2868/555/372,464/-276/210,0/0,622/140/-11636,-418/180/321,80/-376/-465,#l_sy
s,0,#l_sy
r,17417,644783,-10/98/31/56,0/260/0/0,114/2820/554/372,461/-276/220,0/0,600/46/-11446,-367/151/315,83/-386/-467,#l_sy
r,17418,644822,-10/99/31/56,0/233/0/0,113/2861/552/101,458/-275/230,0/0,624/68/-11528,-405/175/322,86/-396/-469,#l_sy
r,17419,644862,-10/100/31/56,0/259/0/-1,117/2837/556/-94,454/-274/240,0/0,718/-14/-11340,-359/152/298,89/-405/-471,#l_sy
r,17420,644902,-10/101/31/56,0/247/0/0,115/2832/551/-95,451/-274/250,0/0,642/-58/-11360,-361/149/312,92/-415/-473,#l_sy
r,17421,644943,-10/102/31/56,0/249/0/3,115/2857/555/217,447/-273/260,0/0,574/-94/-11214,-337/132/313,95/-425/-475,#l_sy
r,17422,644982,-10/103/31/56,0/252/0/0,116/2839/620/221,443/-272/269,0/0,524/-90/-11214,-338/128/325,98/-435/-478,#l_sy
r,17423,645022,-10/104/31/56,0/251/0/0,116/2760/618/115,439/-271/279,0/0,540/-120/-11224,-345/133/331,102/-444/-480,#l_sy
r,17424,645061,-10/105/31/56,0/245/0/0,113/2789/622/10,435/-270/289,0/0,638/-374/-11108,-305/123/286,105/-454/-483,#l_sy
r,17425,645103,-10/106/31/56,0/230/0/1,116/2814/621/64,431/-269/298,0/0,598/-484/-11172,-326/139/297,109/-464/-485,#l_sy
r,17426,645143,-10/107/31/56,0/222/0/1,115/2777/621/52,426/-268/307,0/0,638/-586/-10984,-268/111/275,113/-473/-488,#l_sy
r,17427,645184,-10/108/31/56,0/239/0/1,114/2795/621/45,422/-267/316,0/0,672/-650/-11150,-312/143/267,117/-482/-491,#l_sy
r,17428,645223,-10/109/31/56,0/243/0/1,113/2739/621/48,418/-266/324,0/0,764/-802/-10902,-233/104/241,120/-491/-494,#l_sy
r,17429,645263,-10/110/31/56,0/205/0/1,114/2796/620/48,414/-265/333,0/0,838/-958/-11038,-269/137/206,124/-500/-497,#l_sy
r,17430,645304,-10/111/31/56,0/232/0/1,112/2743/621/41,409/-265/341,0/0,838/-1088/-10752,-184/94/204,128/-509/-500,#l_sy
r,17431,645343,-10/112/31/56,0/224/0/1,115/2755/623/114,404/-264/348,0/0,934/-1232/-10990,-239/132/163,132/-517/-503,#l_sy
r,17432,645383,-10/112/31/56,0/229/0/1,119/2659/622/110,400/-263/356,0/0,896/-1052/-10720,-188/96/213,136/-526/-506,#l_sy
r,17433,645423,-10/113/31/56,0/210/0/0,114/2686/616/113,396/-262/363,0/0,962/-1052/-10830,-238/124/203,140/-534/-509,#l_sy
r,17434,645463,-10/114/31/56,0/193/0/0,116/2699/620/35,392/-261/370,0/0,843/-985/-10616,-191/88/241,145/-541/-513,#l_sy
r,17435,645503,-10/115/31/56,0/177/0/0,116/2675/621/203,387/-260/377,0/0,962/-1006/-10734,-239/119/215,149/-549/-516,#l_sy
r,17436,645544,-10/116/31/56,0/200/0/4,110/2687/621/438,382/-259/384,0/0,982/-964/-10496,-184/86/222,153/-557/-520,#l_sy
r,17437,645584,-10/117/31/56,0/169/0/7,117/2694/623/449,378/-258/391,0/0,1048/-1038/-10632,-228/113/201,158/-564/-523,#l_sy
r,17438,645623,-10/117/31/56,0/206/0/5,114/2563/622/468,374/-257/397,0/0,1050/-1156/-10448,-160/78/188,162/-572/-527,#l_sy
r,17439,645664,-10/118/31/56,0/178/0/4,117/2586/554/459,370/-256/403,0/0,1018/-1190/-10630,-193/96/198,167/-579/-531,#l_sy
r,17440,645698,-10/119/31/56,0/182/0/0,114/2574/552/439,365/-255/409,0/0,1116/-1382/-10582,-160/82/148,172/-586/-535,#l_sy
r,17441,645738,-10/120/31/56,0/177/0/-2,116/2584/555/132,360/-254/415,0/0,1002/-1180/-10572,-165/76/217,177/-593/-539,#l_sy
r,17442,645778,-10/120/31/56,0/155/0/-2,116/2567/555/-22,356/-253/421,0/0,1186/-1428/-10632,-176/94/131,182/-599/-543,#l_sy
r,17443,645818,-10/121/31/56,0/158/0/0,114/2562/553/-33,352/-252/426,0/0,1116/-1440/-10506,-130/66/163,187/-605/-548,#l_sy
r,17444,645858,-10/122/31/56,-1/139/0/0,115/2501/553/34,349/-251/431,0/0,1248/-1728/-10654,-162/96/81,192/-611/-552,#l_sy
r,17445,645898,-10/122/31/56,-1/139/0/0,75/2509/554/154,344/-251/435,0/0,1130/-1782/-10590,-118/68/112,196/-617/-556,#l_sy
r,17446,645938,-10/123/31/56,-2/137/0/-1,-101/2474/551/369,341/-250/439,0/0,1182/-2024/-10614,-109/68/55,201/-622/-560,#l_sy
r,17447,645978,-10/123/31/56,-8/99/0/-1,-82/2460/553/149,338/-249/443,0/0,1152/-1990/-10614,-120/74/68,206/-627/-564,#l_sy
r,17448,646019,-10/124/31/56,-10/127/0/-1,-46/2475/554/118,334/-249/447,0/0,1224/-2138/-10478,-101/65/30,210/-631/-569,#l_sy
r,17449,646058,-10/124/31/56,-4/90/0/-1,-47/2466/553/127,332/-248/449,0/0,1274/-2154/-10424,-100/71/23,214/-635/-573,#l_sy
r,17450,646098,-10/124/31/56,-1/64/0/-1,-64/2387/552/113,329/-248/452,0/0,1202/-2156/-10344,-78/52/50,218/-638/-576,#l_sy
r,17451,646138,-10/125/31/56,0/62/0/-1,-63/2417/551/123,327/-248/454,0/0,1120/-2162/-10394,-101/61/63,221/-641/-579,#l_sy
r,17452,646178,-10/125/31/56,1/48/0/-1,157/2338/553/131,325/-247/456,0/0,982/-2104/-10390,-96/54/104,224/-643/-581,#l_sy
r,17453,646218,-10/125/31/56,2/38/0/-2,378/2267/556/153,324/-247/458,0/0,1092/-2240/-10366,-85/53/59,226/-645/-583,#l_sy
r,17454,646257,-10/125/31/56,1/32/0/-1,379/2274/551/102,322/-247/459,0/0,1036/-2288/-10352,-71/45/75,227/-647/-584,#l_sy
r,17455,646299,-10/126/31/56,2/14/0/-1,375/2255/552/351,322/-246/460,0/0,988/-2374/-10370,-65/45/65,228/-648/-585,#l_sy
r,17456,646338,-10/126/31/56,1/-1/0/-1,373/2190/554/111,321/-246/460,0/0,960/-2468/-10370,-59/44/63,228/-648/-585,#l_sy
r,17457,646377,-10/126/31/56,0/-8/0/-1,377/1680/553/140,322/-246/460,0/0,1022/-2514/-10448,-75/57/38,228/-648/-585,#l_sy
r,17458,646418,-10/126/31/56,0/-9/0/-1,148/1668/554/123,322/-246/460,0/0,974/-2462/-10430,-70/49/52,228/-648/-585,#l_sy
r,17459,646457,-10/126/31/56,-2/-14/0/-1,-79/1674/555/131,322/-246/460,0/0,942/-2410/-10434,-77/47/62,228/-647/-584,#l_sy
r,17460,646497,-10/125/31/56,0/-13/0/-1,-77/1664/554/122,322/-246/459,0/0,956/-2194/-10480,-106/56/92,227/-647/-584,#l_sy
r,17461,646537,-10/125/31/56,0/-2/0/-1,-10/1659/553/136,322/-246/459,0/0,992/-2054/-10362,-102/50/102,227/-647/-584,#l_sy
r,17462,646578,-10/125/31/56,0/0/0/-1,360/1910/551/100,322/-246/459,0/0,1006/-1979/-10376,-122/56/110,227/-647/-584,#l_sy
r,17463,646618,-10/125/31/56,0/0/0/0,353/1928/554/180,322/-246/459,0/0,970/-1837/-10298,-112/43/136,227/-647/-584,#l_sy
r,17464,646657,-10/125/31/56,-1/0/0/-1,285/1927/553/123,322/-246/459,0/0,972/-1698/-10368,-145/58/163,227/-647/-584,#l_sy
r,17465,646697,-10/125/31/56,-2/0/0/-1,259/1924/552/137,322/-246/459,0/0,1074/-1740/-10264,-123/47/134,227/-647/-584,#l_sy
r,17466,646738,-10/125/31/56,0/0/0/-1,305/1924/555/114,322/-246/459,0/0,1036/-1760/-10336,-137/58/150,227/-647/-584,#l_sy
s,0,#l_sy
r,17467,646778,-10/125/31/56,-1/0/0/-1,281/1920/554/133,322/-246/459,0/0,1058/-1802/-10282,-120/51/135,227/-647/-584,#l_sy
r,17468,646818,-10/125/31/56,-2/0/0/-1,292/1925/551/118,322/-246/459,0/0,1028/-1845/-10358,-136/60/140,227/-647/-584,#l_sy
r,17469,646857,-10/125/31/56,-1/0/0/-1,283/1926/554/116,322/-246/459,0/0,1036/-1856/-10366,-129/55/141,227/-647/-584,#l_sy
r,17470,646898,-10/125/31/56,-1/0/0/-1,46/1928/556/129,322/-246/459,0/0,1022/-1878/-10434,-140/63/144,227/-647/-584,#l_sy
r,17471,646931,-10/125/31/56,0/0/0/1,-8/1921/553/70,322/-246/459,0/0,1010/-1910/-10448,-137/61/141,227/-647/-584,#l_sy
r,17472,646971,-10/125/31/56,0/0/0/1,11/1920/552/105,322/-246/459,0/0,1000/-1852/-10466,-139/61/150,227/-647/-584,#l_sy
r,17473,647011,-10/125/31/56,0/0/0/1,360/1923/550/272,322/-246/459,0/0,996/-1879/-10496,-141/63/143,227/-647/-584,#l_sy
r,17474,647051,-10/125/31/56,0/0/0/0,359/1929/554/161,322/-246/459,0/0,976/-1904/-10502,-140/64/146,227/-647/-584,#l_sy
r,17475,647091,-10/125/31/56,-2/0/0/0,289/1923/557/30,322/-246/459,0/0,1000/-1998/-10512,-134/64/133,227/-647/-584,#l_sy
r,17476,647131,-10/125/31/56,-1/0/0/0,293/1918/556/204,322/-246/459,0/0,1026/-2021/-10516,-124/61/126,227/-647/-584,#l_sy
r,17477,647170,-10/125/31/56,-1/0/0/1,305/1923/554/262,322/-246/459,0/0,996/-2068/-10574,-129/64/124,227/-647/-584,#l_sy
r,17478,647211,-10/125/31/56,-2/0/0/0,297/1925/553/268,322/-246/459,0/0,984/-2054/-10590,-134/65/132,227/-647/-584,#l_sy
r,17479,647251,-10/125/31/56,-2/0/0/0,294/1922/551/119,322/-246/459,0/0,985/-2045/-10592,-132/63/132,227/-647/-584,#l_sy
r,17480,647290,-10/125/31/56,-1/0/0/0,282/1925/553/29,322/-246/459,0/0,1016/-2066/-10636,-138/69/124,227/-647/-584,#l_sy
r,17481,647331,-10/125/31/56,-1/0/0/0,285/1926/554/202,322/-246/459,0/0,962/-2092/-10642,-140/69/132,227/-647/-584,#l_sy
