r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,13589,505293,-4/51/21/62,0/0/1/0,-231/1512/439/123,469/190/-326,0/0,2818/1208/-14134,-680/407/318,-14/188/325,#r_sy
r,13590,505325,-4/51/21/62,0/0/0/1,-227/1512/444/-17,469/190/-326,0/0,2940/1260/-14208,-633/382/304,-14/188/325,#r_sy
r,13591,505359,-4/51/21/62,0/0/0/1,-229/1515/208/-189,469/190/-326,0/0,3020/1314/-14348,-589/353/298,-14/188/325,#r_sy
r,13592,505392,-4/51/21/62,0/0/0/1,-230/1509/201/-141,469/190/-326,0/0,3120/1358/-14489,-558/335/289,-14/188/325,#r_sy
r,13593,505425,-4/51/21/62,0/0/0/-4,-230/1511/199/-9,469/190/-326,0/0,3228/1432/-14634,-538/319/292,-14/188/325,#r_sy
r,13594,505460,-4/51/21/62,0/0/0/-1,-228/1510/210/4,469/190/-326,0/0,3284/1482/-14702,-513/300/306,-14/188/325,#r_sy
r,13595,505493,-4/51/21/62,0/0/0/-3,-233/1511/205/71,469/190/-326,0/0,3391/1554/-14725,-497/286/325,-14/188/325,#r_sy
r,13596,505526,-4/51/21/62,0/0/0/2,-227/1514/200/-142,469/190/-326,0/0,3475/1650/-14680,-469/267/358,-14/188/325,#r_sy
r,13597,505560,-4/51/21/62,0/0/0/2,-229/1514/201/-145,469/190/-326,0/0,3652/1776/-14689,-451/255/381,-14/188/325,#r_sy
r,13598,505593,-4/51/21/62,0/0/0/2,-233/1512/205/-184,469/190/-326,0/0,3859/1906/-14703,-406/232/393,-14/188/325,#r_sy
r,13599,505632,-4/51/21/62,0/1/0/4,-227/1661/205/-91,469/190/-326,0/0,4086/2004/-14658,-360/211/385,-14/188/325,#r_sy
r,13600,505672,-4/51/21/62,0/10/0/0,-228/1753/379/-21,469/190/-326,0/0,4216/2032/-14617,-309/184/366,-14/188/325,#r_sy
r,13601,505712,-4/51/21/62,0/14/10/0,-225/1751/433/-231,469/190/-325,0/0,4202/2062/-14658,-295/175/375,-14/187/325,#r_sy
r,13602,505751,-4/51/21/62,0/16/18/8,-230/1771/438/-126,469/190/-324,0/0,4178/2084/-14739,-285/166/375,-14/186/325,#r_sy
r,13603,505792,-4/51/21/62,0/20/25/0,-230/1794/488/-21,469/191/-323,0/0,4014/2048/-14842,-278/154/386,-14/183/325,#r_sy
r,13604,505832,-4/51/21/62,0/22/52/0,-229/1789/535/-232,470/191/-321,0/0,3809/1976/-14939,-274/146/388,-13/181/325,#r_sy
r,13605,505872,-4/51/21/62,0/14/79/0,-230/1792/546/-184,471/191/-320,0/0,3628/1904/-14978,-261/133/394,-13/178/325,#r_sy
r,13606,505911,-4/51/21/62,0/10/93/2,-227/1791/548/-96,471/191/-318,0/0,3558/1900/-14903,-252/126/396,-13/175/325,#r_sy
r,13607,505951,-4/51/22/62,0/11/101/2,-228/1775/601/230,472/191/-316,0/0,3574/1924/-14782,-225/106/405,-13/172/325,#r_sy
r,13608,505991,-4/51/22/62,0/6/108/5,-226/1770/624/237,473/191/-314,0/0,3634/1966/-14694,-228/112/417,-12/168/324,#r_sy
r,13609,506032,-4/51/23/62,0/2/138/10,-228/1806/635/241,474/191/-312,0/0,3628/1968/-14575,-234/117/434,-12/163/324,#r_sy
r,13610,506067,-4/51/23/62,0/4/96/13,-229/1823/673/260,474/191/-310,0/0,3709/1987/-14464,-241/129/421,-12/160/324,#r_sy
r,13611,506102,-4/51/23/62,0/10/125/0,-231/1843/665/276,474/191/-308,0/0,3814/2008/-14356,-247/141/399,-11/155/323,#r_sy
r,13612,506140,-4/51/24/62,0/11/166/0,-230/1822/727/228,475/191/-305,0/0,3840/2037/-14298,-264/159/399,-11/149/323,#r_sy
r,13613,506175,-4/51/25/62,0/20/166/0,-229/1869/786/228,476/191/-301,0/0,3832/2068/-14308,-274/170/395,-10/142/323,#r_sy
r,13614,506207,-4/51/25/62,0/13/187/0,-231/1846/759/230,477/191/-299,0/0,3812/2056/-14270,-274/174/388,-10/138/323,#r_sy
r,13615,506240,-4/51/26/62,0/24/186/0,-229/1839/771/231,478/191/-295,0/0,3770/2034/-14253,-281/180/383,-9/130/323,#r_sy
r,13616,506274,-4/51/26/62,0/17/233/0,-231/1859/804/230,479/191/-290,0/0,3659/2006/-14280,-285/180/388,-9/121/323,#r_sy
r,13617,506306,-4/51/27/62,0/20/196/0,-229/1852/810/232,480/191/-287,0/0,3524/1948/-14356,-285/178/384,-8/116/323,#r_sy
r,13618,506340,-4/52/28/62,0/35/263/0,-229/1860/812/225,480/191/-282,0/0,3346/1829/-14489,-261/161/414,-7/106/322,#r_sy
r,13619,506375,-4/52/29/62,0/19/246/0,-229/1927/817/231,482/191/-276,0/0,3238/1748/-14512,-245/155/414,-7/96/322,#r_sy
r,13620,506406,-4/52/29/62,0/35/248/0,-227/1945/838/228,482/191/-273,0/0,3056/1632/-14496,-267/166/423,-6/90/322,#r_sy
r,13621,506440,-4/52/30/62,-13/35/272/0,-248/1964/820/231,484/191/-267,0/0,2960/1512/-14410,-259/165/412,-5/79/322,#r_sy
r,13622,506474,-4/52/31/62,-12/35/259/0,-232/1947/925/229,485/192/-261,0/0,2858/1402/-14270,-266/173/409,-5/67/322,#r_sy
s,0,#r_sy
r,13623,506507,-4/52/32/62,-11/24/296/0,-257/1969/917/229,485/192/-258,0/0,2668/1338/-14139,-293/187/416,-4/61/322,#r_sy
r,13624,506540,-4/52/33/62,-2/21/292/0,-238/1928/921/227,485/192/-251,0/0,2514/1304/-13948,-301/193/421,-3/48/323,#r_sy
r,13625,506575,-4/52/34/62,-2/38/317/0,-234/1994/929/227,486/192/-244,0/0,2350/1262/-13858,-318/202/440,-2/35/323,#r_sy
r,13626,506606,-4/52/35/62,-1/22/330/0,-235/2037/929/229,486/192/-240,0/0,2308/1204/-13738,-334/216/424,-2/28/323,#r_sy
r,13627,506641,-4/52/36/62,-5/41/313/0,-232/2017/967/230,487/193/-233,0/0,2234/1110/-13700,-351/231/416,-1/14/323,#r_sy
r,13628,506676,-4/52/37/62,-6/33/329/0,-252/2020/994/228,488/193/-225,0/0,2206/992/-13625,-361/243/397,0/0/323,#r_sy
r,13629,506717,-4/53/39/62,-4/46/337/0,-257/2012/1004/225,488/193/-217,0/0,2144/922/-13539,-359/247/398,1/-14/323,#r_sy
r,13630,506757,-4/53/40/62,-8/50/347/0,-228/1998/1042/230,488/193/-209,0/0,2074/908/-13462,-346/244/410,2/-29/323,#r_sy
r,13631,506797,-4/53/42/62,-5/43/342/0,-252/2096/1006/228,488/194/-201,0/0,1942/814/-13416,-334/238/426,3/-44/324,#r_sy
r,13632,506836,-4/53/43/62,-5/30/352/0,-249/2116/1021/230,488/194/-193,0/0,1874/714/-13392,-343/246/418,4/-59/324,#r_sy
r,13633,506876,-4/53/44/62,-2/51/354/0,-244/2093/1040/230,487/194/-184,0/0,1774/602/-13350,-334/242/416,5/-75/324,#r_sy
r,13634,506916,-4/53/46/62,0/40/353/0,-234/2117/1095/226,487/194/-176,0/0,1690/588/-13278,-333/242/427,7/-90/325,#r_sy
r,13635,506947,-4/53/46/62,0/38/369/0,-228/2103/1092/231,486/194/-172,0/0,1612/594/-13198,-332/239/446,7/-98/325,#r_sy
r,13636,506981,-4/54/48/62,0/48/380/0,-236/2169/1118/228,486/194/-163,0/0,1574/582/-13110,-338/245/450,9/-114/325,#r_sy
r,13637,507015,-4/54/49/62,0/36/373/0,-225/2209/1115/231,485/194/-154,0/0,1576/536/-13020,-345/253/440,10/-131/325,#r_sy
r,13638,507047,-4/54/50/62,0/48/368/0,-223/2184/1104/233,485/194/-149,0/0,1596/524/-12998,-379/276/415,11/-139/325,#r_sy
r,13639,507082,-4/54/52/62,0/56/381/0,-225/2162/1103/230,484/194/-140,0/0,1629/510/-12914,-400/296/394,12/-156/326,#r_sy
r,13640,507116,-4/54/53/62,0/62/370/0,-238/2218/1130/227,482/194/-131,0/0,1640/538/-12880,-432/319/378,13/-173/326,#r_sy
r,13641,507148,-4/54/54/62,0/52/376/0,-231/2221/1126/226,481/194/-126,0/0,1510/542/-12864,-441/322/397,14/-182/326,#r_sy
r,13642,507182,-4/55/55/62,0/46/364/-1,-228/2327/1164/62,480/193/-117,0/0,1500/526/-12894,-473/346/380,16/-199/327,#r_sy
r,13643,507216,-4/55/57/62,0/46/365/-3,-233/2260/1183/-163,478/193/-108,0/0,1490/406/-12908,-484/365/367,17/-216/328,#r_sy
r,13644,507247,-4/55/58/62,0/55/372/-6,-234/2257/1193/-174,477/193/-103,0/0,1490/494/-12839,-512/370/359,18/-225/328,#r_sy
r,13645,507282,-4/55/59/62,0/50/358/-6,-222/2297/1189/-178,474/193/-94,0/0,1450/462/-12824,-543/391/353,20/-242/329,#r_sy
r,13646,507322,-4/56/61/62,0/49/361/-6,-233/2284/1191/-178,473/193/-85,0/0,1324/428/-12724,-550/392/377,21/-260/330,#r_sy
r,13647,507364,-4/56/62/62,0/54/349/-1,-239/2328/1191/-184,470/193/-76,0/0,1252/458/-12664,-561/397/397,23/-276/331,#r_sy
r,13648,507404,-4/56/63/62,0/88/345/0,-230/2360/1183/-71,468/193/-68,0/0,1262/417/-12602,-566/402/386,25/-292/332,#r_sy
r,13649,507443,-4/56/65/62,0/55/338/6,-231/2363/1170/248,465/192/-59,0/0,1212/406/-12580,-571/409/402,26/-308/332,#r_sy
r,13650,507483,-4/57/66/62,0/50/316/11,-224/2360/1182/306,463/192/-51,0/0,1294/412/-12470,-563/411/386,28/-324/333,#r_sy
r,13651,507523,-4/57/67/62,0/55/311/11,-235/2407/1178/342,460/191/-43,0/0,1284/464/-12358,-536/398/398,30/-340/333,#r_sy
r,13652,507564,-4/57/68/62,0/55/307/11,-230/2426/1235/338,458/191/-35,0/0,1244/464/-12352,-529/394/409,31/-355/334,#r_sy
r,13653,507603,-4/58/70/62,0/79/313/1,-228/2381/1234/321,455/191/-27,0/0,1146/364/-12326,-502/377/404,33/-370/335,#r_sy
r,13654,507644,-4/58/71/62,0/77/287/0,-230/2422/1201/137,452/190/-19,0/0,1012/302/-12332,-489/368/434,35/-385/336,#r_sy
r,13655,507684,-4/58/72/62,0/92/281/-3,-233/2455/1252/-20,449/190/-12,0/0,956/284/-12356,-506/378/449,37/-400/337,#r_sy
r,13656,507723,-4/59/73/62,0/69/254/-3,-230/2504/1205/-96,446/190/-4,0/0,834/252/-12256,-487/364/465,39/-415/339,#r_sy
r,13657,507764,-4/59/74/62,0/100/262/1,-230/2508/1216/-107,443/190/3,0/0,746/244/-12280,-511/374/468,41/-430/340,#r_sy
r,13658,507803,-4/59/75/62,0/74/224/9,-235/2498/1231/353,440/189/10,0/0,672/152/-12212,-510/376/468,43/-444/341,#r_sy
r,13659,507843,-4/60/76/62,0/71/259/10,-234/2488/1230/400,436/189/17,0/0,618/98/-12190,-520/384/460,46/-458/343,#r_sy
r,13660,507883,-4/60/77/62,0/93/227/4,-231/2504/1207/384,434/188/24,0/0,606/105/-12144,-527/389/454,48/-472/344,#r_sy
r,13661,507922,-4/61/78/62,0/91/223/0,-220/2507/1209/371,431/188/31,0/0,570/50/-12052,-503/377/457,50/-485/346,#r_sy
r,13662,507957,-4/61/79/62,0/96/192/-1,-230/2487/1211/104,428/188/37,0/0,476/2/-12090,-515/384/471,52/-497/347,#r_sy
r,13663,507991,-4/61/79/62,0/116/225/0,-229/2516/1202/26,426/188/40,0/0,348/-122/-12032,-494/370/472,53/-503/348,#r_sy
r,13664,508024,-4/62/80/62,0/62/176/0,-229/2455/1174/4,424/188/46,0/0,358/-184/-11942,-469/358/459,56/-515/350,#r_sy
r,13665,508057,-4/62/81/62,0/96/166/0,-228/2516/1149/135,421/187/51,0/0,298/-186/-11964,-464/355/469,58/-526/352,#r_sy
r,13666,508089,-4/62/81/62,0/103/172/0,-234/2574/1126/356,420/187/53,0/0,274/-198/-11838,-423/332/471,59/-531/353,#r_sy
r,13667,508123,-4/62/82/62,0/64/183/0,-234/2566/1116/353,417/187/58,0/0,252/-190/-11956,-454/350/467,61/-541/354,#r_sy
r,13668,508158,-4/63/83/62,0/80/154/-3,-228/2532/1125/176,414/187/63,0/0,198/-226/-11834,-424/333/471,63/-550/356,#r_sy
r,13669,508190,-4/63/83/62,0/70/142/2,-223/2510/1146/-3,414/187/65,0/0,178/-322/-11772,-413/327/454,65/-554/357,#r_sy
r,13670,508224,-4/63/83/62,0/52/97/1,-227/2534/1140/30,411/186/69,0/0,90/-338/-11726,-401/320/469,67/-563/359,#r_sy
r,13671,508257,-4/63/84/62,0/70/116/2,-223/2543/1095/1,409/186/73,0/0,130/-334/-11720,-401/322/455,69/-571/361,#r_sy
r,13672,508290,-4/64/84/62,0/54/93/-1,-228/2523/1115/255,409/186/74,0/0,132/-322/-11668,-399/321/458,70/-574/361,#r_sy
r,13673,508324,-4/64/85/62,0/87/75/-1,-223/2474/1093/261,407/186/78,0/0,208/-322/-11570,-384/314/439,72/-581/363,#r_sy
r,13674,508357,-4/64/85/62,0/68/108/-2,-227/2501/1086/263,405/186/81,0/0,204/-360/-11500,-374/312/438,73/-587/364,#r_sy
r,13675,508389,-4/64/85/62,0/64/54/1,-236/2525/1081/23,404/186/82,0/0,226/-368/-11416,-359/306/428,74/-590/365,#r_sy
r,13676,508423,-4/65/85/62,0/81/58/1,-222/2465/1008/0,403/186/85,0/0,266/-354/-11376,-349/301/413,76/-595/366,#r_sy
r,13677,508458,-4/65/86/62,0/51/36/1,-226/2472/978/18,402/186/88,0/0,292/-332/-11306,-328/293/413,77/-600/368,#r_sy
r,13678,508489,-4/65/86/62,0/53/59/-1,-224/2503/965/266,401/185/89,0/0,233/-348/-11280,-305/277/417,78/-602/368,#r_sy
s,0,#r_sy
r,13679,508524,-4/65/86/62,0/75/27/-2,-225/2502/965/259,400/185/91,0/0,126/-430/-11260,-296/268/440,79/-606/370,#r_sy
r,13680,508560,-4/65/86/62,0/52/14/-3,-219/2485/939/-92,399/185/93,0/0,104/-486/-11240,-295/265/430,80/-610/371,#r_sy
r,13681,508599,-4/66/86/62,0/46/10/-2,-228/2516/925/-105,399/185/95,0/0,66/-502/-11188,-286/257/429,81/-613/372,#r_sy
r,13682,508640,-4/66/86/62,0/71/0/0,-229/2502/863/-97,398/185/97,0/0,-105/-540/-11108,-257/232/460,82/-615/372,#r_sy
r,13683,508680,-4/66/86/62,0/42/-6/5,-225/2504/418/302,398/185/99,0/0,-211/-614/-11158,-264/231/465,83/-616/373,#r_sy
r,13684,508718,-4/66/86/62,0/33/-4/4,-224/2449/352/386,398/185/100,0/0,-248/-650/-11124,-248/220/473,83/-618/373,#r_sy
r,13685,508758,-4/66/86/62,0/23/-4/1,-235/2441/361/375,398/185/101,0/0,-146/-650/-11146,-248/223/443,83/-619/373,#r_sy
r,13686,508797,-4/66/86/62,0/16/0/0,-229/2411/383/372,398/185/102,0/0,-230/-646/-11114,-231/209/460,84/-619/373,#r_sy
r,13687,508837,-4/66/86/62,0/9/0/0,-235/2397/379/201,398/185/102,0/0,-162/-618/-11090,-232/214/443,84/-620/373,#r_sy
r,13688,508877,-4/66/86/62,0/1/0/0,-227/2403/621/55,398/185/102,0/0,-186/-582/-11074,-229/208/453,84/-620/373,#r_sy
r,13689,508917,-4/66/86/62,0/0/0/0,-230/2147/619/1,398/185/102,0/0,-126/-556/-11088,-241/215/430,84/-620/373,#r_sy
r,13690,508957,-4/66/86/62,0/0/0/0,-236/2137/620/40,398/185/102,0/0,-328/-542/-11068,-236/204/476,84/-620/373,#r_sy
r,13691,508998,-4/66/86/62,0/0/0/0,-222/2132/622/-11,398/185/102,0/0,-330/-604/-11100,-227/199/470,84/-620/373,#r_sy
r,13692,509038,-4/66/86/62,0/0/0/0,-223/2136/620/133,398/185/102,0/0,-388/-638/-11122,-221/192/487,84/-620/373,#r_sy
r,13693,509077,-4/66/86/62,0/0/0/1,-231/2132/621/200,398/185/102,0/0,-392/-728/-11190,-222/192/479,84/-620/373,#r_sy
r,13694,509110,-4/66/86/62,0/0/0/0,-233/2135/620/353,398/185/102,0/0,-490/-774/-11220,-214/184/497,84/-620/373,#r_sy
r,13695,509150,-4/66/86/62,0/0/0/-2,-220/2132/623/137,398/185/102,0/0,-562/-800/-11294,-221/184/504,84/-620/373,#r_sy
r,13696,509190,-4/66/86/62,0/0/0/-1,-237/2135/626/281,398/185/102,0/0,-616/-798/-11296,-218/176/519,84/-620/373,#r_sy
r,13697,509232,-4/66/86/62,0/0/0/-2,-220/2131/623/119,398/185/102,0/0,-710/-850/-11346,-227/175/526,84/-620/373,#r_sy
r,13698,509272,-4/66/86/62,0/0/0/-2,-231/2134/621/75,398/185/102,0/0,-828/-922/-11392,-227/171/538,84/-620/373,#r_sy
r,13699,509312,-4/66/86/62,0/0/0/-2,-223/2133/626/87,398/185/102,0/0,-889/-950/-11460,-231/168/539,84/-620/373,#r_sy
r,13700,509351,-4/66/86/62,0/0/0/-2,-224/2134/623/84,398/185/102,0/0,-992/-992/-11544,-242/170/550,84/-620/373,#r_sy
r,13701,509391,-4/66/86/62,0/0/0/-2,-233/2133/621/80,398/185/102,0/0,-1088/-1036/-11630,-249/167/559,84/-620/373,#r_sy
r,13702,509432,-4/66/86/62,0/-2/0/-2,-237/2058/620/85,398/185/102,0/0,-1174/-1098/-11698,-252/163/564,84/-620/373,#r_sy
r,13703,509472,-4/66/86/62,0/-1/0/-2,-224/2051/621/98,398/185/102,0/0,-1316/-1164/-11802,-261/162/575,84/-620/373,#r_sy
r,13704,509512,-4/66/86/62,0/-1/0/-2,-230/2046/622/91,398/185/102,0/0,-1378/-1240/-11884,-258/155/580,84/-620/373,#r_sy
r,13705,509551,-4/66/86/62,0/-1/0/-2,-224/1902/620/94,398/185/102,0/0,-1450/-1234/-12002,-278/163/590,84/-620/373,#r_sy
r,13706,509592,-4/66/86/62,0/0/0/-1,-225/1894/623/83,398/185/102,0/0,-1456/-1276/-12028,-268/156/586,84/-620/373,#r_sy
r,13707,509631,-4/66/86/62,0/0/0/-1,-223/2132/623/85,398/185/102,0/0,-1512/-1306/-12124,-283/163/593,84/-620/373,#r_sy
r,13708,509672,-4/66/86/62,0/0/0/-1,-227/2134/623/94,398/185/102,0/0,-1534/-1342/-12122,-278/158/592,84/-620/373,#r_sy
r,13709,509712,-4/66/86/62,0/0/0/-2,-223/2133/622/85,398/185/102,0/0,-1538/-1320/-12172,-288/163/591,84/-620/373,#r_sy
r,13710,509752,-4/66/86/62,0/0/0/-2,-223/2132/621/92,398/185/102,0/0,-1572/-1332/-12194,-290/163/593,84/-620/373,#r_sy
r,13711,509792,-4/66/86/62,0/0/0/-3,-227/2134/620/89,398/185/102,0/0,-1636/-1360/-12228,-297/166/600,84/-620/373,#r_sy
r,13712,509827,-4/66/86/62,0/0/0/-2,-229/2132/623/87,398/185/102,0/0,-1632/-1378/-12290,-299/168/597,84/-620/373,#r_sy
r,13713,509860,-4/66/86/62,0/0/0/-1,-230/2132/624/308,398/185/102,0/0,-1604/-1392/-12368,-310/174/598,84/-620/373,#r_sy
r,13714,509893,-4/66/86/62,0/0/0/1,-228/2132/623/45,398/185/102,0/0,-1614/-1414/-12434,-318/180/598,84/-620/373,#r_sy
r,13715,509927,-4/66/86/62,0/0/0/1,-227/2136/624/39,398/185/102,0/0,-1618/-1410/-12526,-319/183/606,84/-620/373,#r_sy
r,13716,509960,-4/66/86/62,0/0/0/0,-227/2133/618/41,398/185/102,0/0,-1618/-1410/-12662,-327/187/617,84/-620/373,#r_sy
r,13717,509993,-4/66/86/62,0/0/0/-1,-227/2133/622/280,398/185/102,0/0,-1614/-1438/-12792,-326/188/618,84/-620/373,#r_sy
r,13718,510027,-4/66/86/62,0/0/0/-2,-229/2134/619/273,398/185/102,0/0,-1624/-1456/-12960,-329/190/622,84/-620/373,#r_sy
r,13719,510060,-4/66/86/62,0/0/0/-1,-230/2132/623/258,398/185/102,0/0,-1654/-1474/-13094,-333/193/623,84/-620/374,#r_sy
r,13720,510093,-4/66/86/62,0/0/0/1,-226/2132/625/41,398/185/102,0/0,-1674/-1472/-13178,-332/192/626,84/-620/373,#r_sy
r,13721,510126,-4/66/86/62,0/0/0/1,-224/2133/621/35,398/185/102,0/0,-1658/-1444/-13253,-334/193/625,84/-620/373,#r_sy
r,13722,510160,-4/66/86/62,0/0/0/1,-235/2135/621/39,398/185/102,0/0,-1670/-1422/-13334,-331/190/629,84/-620/374,#r_sy
r,13723,510193,-4/66/86/62,0/0/0/-1,-225/2136/624/254,398/185/102,0/0,-1687/-1422/-13388,-330/189/635,84/-620/374,#r_sy
r,13724,510227,-4/66/86/62,0/0/0/-2,-221/2130/621/250,398/185/102,0/0,-1670/-1432/-13436,-327/188/632,84/-620/374,#r_sy
r,13725,510260,-4/66/86/62,0/0/0/-2,-235/2134/621/87,398/185/102,0/0,-1656/-1436/-13462,-324/188/628,84/-620/374,#r_sy
r,13726,510293,-4/66/86/62,0/0/0/0,-231/2134/618/-3,398/185/102,0/0,-1634/-1414/-13516,-326/189/627,84/-620/374,#r_sy
r,13727,510326,-4/66/86/62,0/0/0/-2,-236/2133/618/-98,398/185/102,0/0,-1624/-1418/-13584,-324/190/625,84/-620/374,#r_sy
r,13728,510360,-4/66/86/62,0/0/0/-4,-236/2134/620/-111,398/185/102,0/0,-1628/-1432/-13648,-325/191/629,84/-620/374,#r_sy
r,13729,510393,-4/66/86/62,0/0/0/-3,-233/2132/621/-109,398/185/102,0/0,-1618/-1438/-13700,-330/195/628,84/-620/374,#r_sy
r,13730,510428,-4/66/86/62,0/0/0/-8,-230/2133/620/-109,398/185/102,0/0,-1616/-1444/-13800,-344/203/629,84/-620/374,#r_sy
r,13731,510461,-4/66/86/62,0/0/0/-13,-235/2133/627/-116,398/186/102,0/0,-1640/-1432/-13842,-350/206/635,84/-620/374,#r_sy
r,13732,510494,-4/66/86/62,0/0/0/-5,-234/2133/620/-129,398/186/102,0/0,-1695/-1426/-13914,-365/213/648,84/-620/375,#r_sy
s,0,#r_sy
r,13733,510527,-4/66/86/62,0/0/0/-3,-230/2135/620/-111,398/186/102,0/0,-1718/-1440/-13956,-373/217/649,84/-620/375,#r_sy
r,13734,510562,-4/66/86/62,0/0/0/-5,-226/2134/628/-106,398/186/102,0/0,-1708/-1470/-14002,-394/231/646,84/-620/375,#r_sy
r,13735,510594,-4/66/86/62,0/0/0/-4,-229/2133/622/-116,398/186/102,0/0,-1662/-1466/-14032,-414/246/647,84/-620/375,#r_sy
r,13736,510628,-4/66/86/62,0/0/0/-2,-232/2132/621/-132,398/186/102,0/0,-1624/-1494/-14028,-414/248/646,84/-620/375,#r_sy
r,13737,510662,-4/66/86/62,0/0/0/-7,-221/2134/619/-101,398/186/102,0/0,-1612/-1502/-14039,-412/249/647,84/-620/376,#r_sy
r,13738,510693,-4/66/86/62,0/0/0/-7,-228/2133/621/-106,398/186/101,0/0,-1612/-1500/-14136,-423/255/647,84/-620/376,#r_sy
r,13739,510727,-4/66/86/62,0/0/0/-10,-237/2132/622/-111,398/186/101,0/0,-1598/-1484/-14192,-423/256/643,84/-620/376,#r_sy
r,13740,510762,-4/66/86/62,0/0/0/-7,-231/2131/616/-135,398/187/101,0/0,-1608/-1470/-14248,-424/255/640,84/-620/376,#r_sy
r,13741,510794,-4/66/86/62,0/0/0/-5,-232/2132/621/-105,398/187/101,0/0,-1671/-1444/-14294,-425/254/654,84/-620/377,#r_sy
r,13742,510828,-4/66/86/62,0/0/0/-2,-231/2132/618/-104,398/187/101,0/0,-1692/-1440/-14388,-431/256/648,84/-620/377,#r_sy
r,13743,510861,-4/66/86/62,0/0/0/0,-227/2133/623/-98,398/187/101,0/0,-1732/-1428/-14460,-432/254/650,84/-620/377,#r_sy
r,13744,510894,-4/66/86/62,0/0/0/0,-227/2134/618/-35,398/187/101,0/0,-1808/-1424/-14594,-432/250/653,84/-620/377,#r_sy
r,13745,510927,-4/66/86/62,0/0/0/0,-230/2133/621/356,398/187/101,0/0,-1910/-1436/-14670,-440/249/660,84/-620/377,#r_sy
r,13746,510961,-4/66/86/62,0/-2/0/0,-229/1921/620/354,398/187/101,0/0,-1971/-1468/-14728,-435/244/666,84/-620/377,#r_sy
r,13747,510994,-4/66/86/62,0/-10/0/1,-228/1903/621/72,398/187/101,0/0,-2014/-1498/-14770,-434/240/662,84/-620/377,#r_sy
r,13748,511027,-4/66/86/62,0/-21/0/1,-230/1859/615/5,398/187/101,0/0,-2062/-1506/-14856,-448/246/668,84/-619/376,#r_sy
r,13749,511062,-4/66/86/62,0/-29/0/0,-233/1918/623/19,398/187/100,0/0,-2086/-1520/-14912,-453/250/677,83/-618/376,#r_sy
r,13750,511095,-4/66/86/62,0/-30/0/-3,-235/1800/619/-91,398/187/99,0/0,-2130/-1560/-14903,-485/268/685,83/-618/376,#r_sy
r,13751,511128,-4/66/86/62,0/-44/0/-2,-236/1793/619/-98,398/187/98,0/0,-2140/-1552/-14866,-501/278/696,82/-616/376,#r_sy
r,13752,511163,-4/66/86/62,0/-69/0/-4,-234/1662/620/-107,398/187/96,0/0,-2040/-1538/-14838,-519/292/682,82/-613/375,#r_sy
r,13753,511195,-4/66/86/62,0/-101/0/-4,-231/1846/621/-105,399/187/95,0/0,-1990/-1534/-14792,-513/291/686,81/-612/375,#r_sy
r,13754,511228,-4/65/86/62,0/-103/0/-2,-225/1722/621/-106,399/187/92,0/0,-1806/-1502/-14784,-504/294/670,80/-608/374,#r_sy
r,13755,511263,-4/65/86/62,0/-87/0/-2,-227/1714/623/-70,400/187/88,0/0,-1632/-1458/-14886,-530/318/659,79/-604/373,#r_sy
r,13756,511294,-4/65/86/62,0/-92/0/-3,-227/1698/622/-97,400/187/86,0/0,-1460/-1412/-14914,-530/327/650,78/-602/372,#r_sy
r,13757,511328,-4/64/86/62,0/-150/0/-2,-233/1711/624/-108,401/187/82,0/0,-1282/-1336/-14928,-536/338/636,76/-597/371,#r_sy
r,13758,511363,-4/64/86/62,0/-140/0/-1,-222/1698/621/-103,402/188/77,0/0,-1104/-1214/-14902,-533/342/628,75/-591/370,#r_sy
r,13759,511395,-4/63/86/62,0/-141/0/-1,-233/1664/620/-99,402/188/75,0/0,-876/-1088/-14894,-543/357/610,74/-589/369,#r_sy
r,13760,511428,-4/63/86/62,0/-136/0/0,-230/1649/623/-17,403/188/70,0/0,-772/-1020/-14962,-564/374/617,72/-583/368,#r_sy
r,13761,511462,-4/62/86/62,0/-155/0/0,-230/1667/619/358,403/188/65,0/0,-694/-1010/-14902,-552/374/616,70/-577/366,#r_sy
r,13762,511494,-4/62/86/62,0/-153/0/1,-230/1568/623/162,403/188/62,0/0,-508/-968/-14934,-565/389/599,70/-574/365,#r_sy
r,13763,511529,-4/61/86/62,0/-162/0/0,-222/1521/619/66,403/188/57,0/0,-366/-943/-14956,-577/403/590,68/-567/364,#r_sy
r,13764,511562,-4/60/86/62,0/-158/0/1,-224/1514/622/44,404/188/52,0/0,-368/-947/-14989,-582/410/604,66/-561/363,#r_sy
r,13765,511595,-4/60/86/62,0/-181/0/-1,-227/1526/621/261,404/188/49,0/0,-346/-939/-15000,-583/413/610,65/-558/362,#r_sy
r,13766,511629,-4/59/86/62,0/-183/0/-1,-231/1559/621/117,405/188/43,0/0,-206/-904/-15012,-598/428/595,64/-551/361,#r_sy
r,13767,511661,-4/59/86/62,0/-162/0/-1,-227/1576/621/93,405/188/38,0/0,-146/-868/-15072,-615/441/599,62/-544/359,#r_sy
r,13768,511695,-4/58/86/62,0/-177/0/2,-221/1567/623/50,406/188/35,0/0,-110/-878/-15062,-624/450/601,61/-541/359,#r_sy
